15	10	28	20	45	00	25.40	41.43
15	10	28	21	00	00	24.56	44.49
15	10	28	21	15	00	24.25	44.44
15	10	28	21	30	00	24.15	44.46
15	10	28	21	45	00	24.00	44.42
15	10	28	22	00	00	23.95	46.43
15	10	28	22	15	00	24.15	44.47
15	10	28	22	30	00	24.11	43.48
15	10	28	22	45	00	23.63	43.46
15	10	28	23	00	00	22.49	46.48
15	10	28	23	15	00	22.43	46.47
15	10	28	23	30	00	22.39	47.42
15	10	28	23	45	00	22.24	47.43
15	10	29	00	00	00	22.16	47.47
15	10	29	00	15	00	21.87	47.48
15	10	29	00	30	00	21.85	47.43
15	10	29	00	45	00	21.74	47.48
15	10	29	01	00	00	21.62	47.43
15	10	29	01	15	00	21.48	48.49
15	10	29	01	30	00	21.43	48.49
15	10	29	01	45	00	21.22	48.41
15	10	29	02	00	00	21.10	49.42
15	10	29	02	15	00	21.07	49.44
15	10	29	02	30	00	20.99	49.46
15	10	29	02	45	00	20.99	50.59
15	10	29	03	00	00	20.85	50.53
15	10	29	03	15	00	20.77	50.53
15	10	29	03	30	00	20.65	51.58
15	10	29	03	45	00	20.64	51.50
15	10	29	04	00	00	20.64	50.59
15	10	29	04	15	00	20.64	49.46
15	10	29	04	30	00	20.59	49.44
15	10	29	04	45	00	20.54	48.43
15	10	29	05	00	00	20.56	48.49
15	10	29	05	15	00	20.46	48.45
15	10	29	05	30	00	20.35	48.49
15	10	29	05	45	00	20.27	48.46
15	10	29	06	00	00	20.27	49.42
15	10	29	06	15	00	20.25	48.48
15	10	29	06	30	00	20.20	48.45
15	10	29	06	45	00	20.09	48.49
15	10	29	07	00	00	20.05	47.43
15	10	29	07	15	00	19.94	47.42
15	10	29	07	30	00	19.73	47.47
15	10	29	07	45	00	19.65	46.45
15	10	29	08	00	00	19.69	45.47
15	10	29	08	15	00	19.84	45.45
15	10	29	08	30	00	20.28	43.48
15	10	29	08	45	00	20.79	42.49
15	10	29	09	00	00	21.81	42.45
15	10	29	09	15	00	22.39	41.49
15	10	29	09	30	00	22.87	39.31
15	10	29	09	45	00	23.31	39.38
15	10	29	10	00	00	23.74	40.40
15	10	29	10	15	00	24.04	36.31
15	10	29	10	30	00	24.18	39.32
15	10	29	10	45	00	24.36	38.30
15	10	29	11	00	00	24.36	37.30
15	10	29	11	15	00	24.34	37.39
15	10	29	11	30	00	24.33	36.39
15	10	29	11	45	00	24.30	35.37
15	10	29	12	00	00	24.22	35.39
15	10	29	12	15	00	24.22	33.33
15	10	29	12	30	00	24.19	33.33
15	10	29	12	45	00	24.24	32.36
15	10	29	13	00	00	24.25	32.39
15	10	29	13	15	00	24.30	32.34
15	10	29	13	30	00	24.30	31.34
15	10	29	13	45	00	24.28	31.34
15	10	29	14	00	00	24.26	32.31
15	10	29	14	15	00	24.48	33.31
15	10	29	14	30	00	24.44	35.35
15	10	29	14	45	00	24.48	31.34
15	10	29	15	00	00	24.47	33.35
15	10	29	15	15	00	24.41	33.38
15	10	29	15	30	00	24.40	33.38
15	10	29	15	45	00	24.37	32.36
15	10	29	16	00	00	24.36	32.34
15	10	29	16	15	00	24.36	32.33
15	10	29	16	30	00	24.34	32.31
15	10	29	16	45	00	24.30	31.36
15	10	29	17	00	00	24.28	31.38
15	10	29	17	15	00	24.24	32.38
15	10	29	17	30	00	24.19	32.38
15	10	29	17	45	00	24.17	32.34
15	10	29	18	00	00	24.11	32.38
15	10	29	18	15	00	24.19	32.38
15	10	29	18	30	00	24.29	33.30
15	10	29	18	45	00	24.22	33.33
15	10	29	19	00	00	24.12	33.31
15	10	29	19	15	00	24.03	33.31
15	10	29	19	30	00	23.92	33.33
15	10	29	19	45	00	23.86	33.33
15	10	29	20	00	00	23.81	33.36
15	10	29	20	15	00	23.72	34.33
15	10	29	20	30	00	23.67	34.33
15	10	29	20	45	00	23.63	34.33
15	10	29	21	00	00	23.64	34.37
15	10	29	21	15	00	23.63	34.35
15	10	29	21	30	00	23.56	34.35
15	10	29	21	45	00	23.50	34.33
15	10	29	22	00	00	23.50	35.35
15	10	29	22	15	00	23.55	34.35
15	10	29	22	30	00	23.60	34.32
